,id_str,file_loc,ring
1303,164016,data/gzd5/images/J124/J124420.23+021123.2.jpg,0
1469,90664,data/gzd5/images/J002/J002154.65+005849.3.jpg,0
628,628,data/gzd5/images/J143/J143738.74+153843.2.jpg,1
1146,1146,data/gzd5/images/J135/J135239.47+100529.1.jpg,1
598,598,data/gzd5/images/J161/J161239.24+162227.1.jpg,1
2431,166606,data/gzd5/images/J142/J142102.43+174005.7.jpg,0
2438,71742,data/gzd5/images/J111/J111125.74+194510.8.jpg,0
1557,144311,data/gzd5/images/J103/J103234.04+065219.0.jpg,0
1652,97315,data/gzd5/images/J085/J085916.82+310352.8.jpg,0
668,668,data/gzd5/images/J140/J140240.44+262154.7.jpg,1
2442,56184,data/gzd5/images/J123/J123951.43+223854.7.jpg,0
1809,146388,data/gzd5/images/J171/J171322.58+234640.6.jpg,0
1514,40379,data/gzd5/images/J155/J155536.07+191115.4.jpg,0
1229,1229,data/gzd5/images/J110/J110347.79+164429.6.jpg,1
1402,164751,data/gzd5/images/J143/J143233.84-012613.7.jpg,0
1266,88944,data/gzd5/images/J122/J122244.79-010813.3.jpg,0
752,752,data/gzd5/images/J131/J131308.60+010912.7.jpg,1
1011,1011,data/gzd5/images/J084/J084010.24+041655.1.jpg,1
298,298,data/gzd5/images/J143/J143230.96+202054.8.jpg,1
1456,110529,data/gzd5/images/J023/J023532.08+005524.2.jpg,0
1736,148167,data/gzd5/images/J110/J110000.68+174000.1.jpg,0
1546,53810,data/gzd5/images/J075/J075352.42+131522.5.jpg,0
1723,147205,data/gzd5/images/J073/J073734.64+282950.9.jpg,0
2377,20427,data/gzd5/images/J141/J141331.33+025557.7.jpg,0
226,226,data/gzd5/images/J112/J112145.68+041930.6.jpg,1
2358,81322,data/gzd5/images/J153/J153145.71+271334.3.jpg,0
1627,6555,data/gzd5/images/J144/J144347.20+073029.4.jpg,0
1217,1217,data/gzd5/images/J122/J122152.22+242116.4.jpg,1
1172,1172,data/gzd5/images/J135/J135804.18+155013.3.jpg,1
733,733,data/gzd5/images/J144/J144720.79-025513.5.jpg,1
587,587,data/gzd5/images/J140/J140044.71+171255.2.jpg,1
552,552,data/gzd5/images/J145/J145946.17+301852.5.jpg,1
311,311,data/gzd5/images/J145/J145346.39+164737.0.jpg,1
1286,150228,data/gzd5/images/J153/J153908.38+211045.1.jpg,0
286,286,data/gzd5/images/J084/J084018.76+101906.8.jpg,1
1822,33209,data/gzd5/images/J141/J141035.83+161630.9.jpg,0
1265,38252,data/gzd5/images/J094/J094724.53+030005.3.jpg,0
1460,127555,data/gzd5/images/J103/J103521.09+304018.7.jpg,0
1295,116008,data/gzd5/images/J143/J143848.45+082510.8.jpg,0
780,780,data/gzd5/images/J125/J125240.09+235837.9.jpg,1
865,865,data/gzd5/images/J110/J110159.56+043221.6.jpg,1
1374,132785,data/gzd5/images/J150/J150557.04+182630.8.jpg,0
2287,171291,data/gzd5/images/J095/J095954.92+115618.1.jpg,0
2446,62351,data/gzd5/images/J093/J093300.83+315734.2.jpg,0
418,418,data/gzd5/images/J111/J111501.72+290920.0.jpg,1
973,973,data/gzd5/images/J105/J105950.03+072035.9.jpg,1
2456,52818,data/gzd5/images/J144/J144823.24+054502.7.jpg,0
860,860,data/gzd5/images/J145/J145008.45+260059.6.jpg,1
1008,1008,data/gzd5/images/J121/J121213.40+145057.9.jpg,1
1139,1139,data/gzd5/images/J090/J090129.31+142826.5.jpg,1
731,731,data/gzd5/images/J151/J151204.31+194859.0.jpg,1
1006,1006,data/gzd5/images/J120/J120802.85+012915.4.jpg,1
424,424,data/gzd5/images/J145/J145042.55-005232.8.jpg,1
2016,31537,data/gzd5/images/J104/J104306.32+082600.4.jpg,0
624,624,data/gzd5/images/J105/J105426.08+003949.4.jpg,1
928,928,data/gzd5/images/J104/J104422.97+304329.5.jpg,1
412,412,data/gzd5/images/J102/J102335.39+201705.6.jpg,1
2148,27982,data/gzd5/images/J112/J112932.11+025951.1.jpg,0
62,62,data/gzd5/images/J091/J091013.83+281137.5.jpg,1
1728,130163,data/gzd5/images/J114/J114524.45+152756.4.jpg,0
1490,130603,data/gzd5/images/J140/J140820.72+092059.7.jpg,0
1097,1097,data/gzd5/images/J103/J103156.81+210451.8.jpg,1
1487,42793,data/gzd5/images/J230/J230436.48+133506.1.jpg,0
1676,43036,data/gzd5/images/J161/J161330.10+310321.0.jpg,0
17,17,data/gzd5/images/J145/J145255.07+182628.5.jpg,1
2375,74325,data/gzd5/images/J144/J144035.81+054606.1.jpg,0
2191,18450,data/gzd5/images/J110/J110338.68+191943.2.jpg,0
1800,112453,data/gzd5/images/J002/J002437.70+031919.9.jpg,0
213,213,data/gzd5/images/J104/J104351.17+190849.3.jpg,1
700,700,data/gzd5/images/J105/J105136.74+043903.8.jpg,1
1788,78980,data/gzd5/images/J143/J143020.23+190408.4.jpg,0
272,272,data/gzd5/images/J143/J143512.59+134451.0.jpg,1
1047,1047,data/gzd5/images/J102/J102333.15+224745.6.jpg,1
1966,138585,data/gzd5/images/J223/J223624.54+142739.5.jpg,0
1256,141377,data/gzd5/images/J114/J114302.55+280355.1.jpg,0
1914,22985,data/gzd5/images/J143/J143423.51+083707.4.jpg,0
289,289,data/gzd5/images/J133/J133843.89+261940.9.jpg,1
1550,83796,data/gzd5/images/J134/J134638.63+074843.0.jpg,0
1382,66791,data/gzd5/images/J112/J112137.16-010940.8.jpg,0
1630,149085,data/gzd5/images/J084/J084719.15+102459.2.jpg,0
1667,113357,data/gzd5/images/J130/J130635.41+042741.5.jpg,0
288,288,data/gzd5/images/J143/J143243.19+252736.8.jpg,1
1341,23561,data/gzd5/images/J152/J152200.64+045235.1.jpg,0
1060,1060,data/gzd5/images/J143/J143946.68+272756.0.jpg,1
1978,65087,data/gzd5/images/J143/J143849.72+095235.5.jpg,0
20,20,data/gzd5/images/J085/J085946.87-000020.2.jpg,1
296,296,data/gzd5/images/J084/J084834.29+124913.4.jpg,1
876,876,data/gzd5/images/J100/J100751.79-001619.0.jpg,1
790,790,data/gzd5/images/J113/J113817.97-032115.8.jpg,1
1993,118210,data/gzd5/images/J155/J155417.14+272324.8.jpg,0
1670,144475,data/gzd5/images/J163/J163929.20+294527.0.jpg,0
1602,152885,data/gzd5/images/J093/J093723.83+091210.8.jpg,0
327,327,data/gzd5/images/J162/J162342.54+240125.0.jpg,1
1638,61452,data/gzd5/images/J122/J122624.94+103454.7.jpg,0
642,642,data/gzd5/images/J101/J101400.75+142958.8.jpg,1
699,699,data/gzd5/images/J140/J140940.79+080234.0.jpg,1
919,919,data/gzd5/images/J160/J160334.27+165725.7.jpg,1
2237,41889,data/gzd5/images/J082/J082303.15+193659.5.jpg,0
991,991,data/gzd5/images/J152/J152450.20+322847.7.jpg,1
1651,957,data/gzd5/images/J103/J103333.17+324019.7.jpg,0
254,254,data/gzd5/images/J135/J135835.98+114632.9.jpg,1
2157,6484,data/gzd5/images/J144/J144122.56+145128.6.jpg,0
514,514,data/gzd5/images/J143/J143951.48+055857.7.jpg,1
212,212,data/gzd5/images/J131/J131030.49+090121.8.jpg,1
487,487,data/gzd5/images/J130/J130117.59+274832.6.jpg,1
94,94,data/gzd5/images/J124/J124854.06-023514.2.jpg,1
2464,99569,data/gzd5/images/J102/J102049.52+292854.1.jpg,0
334,334,data/gzd5/images/J160/J160325.81+141212.1.jpg,1
1264,67261,data/gzd5/images/J134/J134435.65-003335.8.jpg,0
1399,86613,data/gzd5/images/J135/J135249.58+000954.1.jpg,0
753,753,data/gzd5/images/J141/J141510.01+094458.4.jpg,1
1679,126551,data/gzd5/images/J122/J122552.69-014729.9.jpg,0
1849,90731,data/gzd5/images/J130/J130218.61+084026.1.jpg,0
2202,19156,data/gzd5/images/J105/J105756.10+175030.1.jpg,0
1730,169838,data/gzd5/images/J012/J012600.58-000237.5.jpg,0
1242,90792,data/gzd5/images/J130/J130039.00+125642.3.jpg,0
176,176,data/gzd5/images/J112/J112552.81+183556.2.jpg,1
1962,164477,data/gzd5/images/J123/J123610.11+050510.1.jpg,0
2349,53478,data/gzd5/images/J102/J102554.98+080610.6.jpg,0
1325,17372,data/gzd5/images/J145/J145010.21+215903.0.jpg,0
433,433,data/gzd5/images/J114/J114430.51+070337.5.jpg,1
1695,146238,data/gzd5/images/J141/J141348.02+110320.5.jpg,0
1003,1003,data/gzd5/images/J135/J135345.20+000930.4.jpg,1
569,569,data/gzd5/images/J115/J115014.92+065747.2.jpg,1
631,631,data/gzd5/images/J142/J142447.81+051124.3.jpg,1
1657,120244,data/gzd5/images/J143/J143949.30-023018.4.jpg,0
220,220,data/gzd5/images/J112/J112908.39+272735.2.jpg,1
2141,69568,data/gzd5/images/J105/J105902.24+183558.7.jpg,0
2053,8784,data/gzd5/images/J145/J145926.59+114413.7.jpg,0
81,81,data/gzd5/images/J125/J125823.70-024012.8.jpg,1
1320,102015,data/gzd5/images/J024/J024608.32-003319.6.jpg,0
401,401,data/gzd5/images/J111/J111805.55+070642.5.jpg,1
2206,180348,data/gzd5/images/J113/J113315.90+165819.4.jpg,0
1760,32880,data/gzd5/images/J141/J141405.72+221252.4.jpg,0
1193,1193,data/gzd5/images/J104/J104608.03+200543.1.jpg,1
1083,1083,data/gzd5/images/J111/J111916.61+204848.7.jpg,1
1794,89321,data/gzd5/images/J012/J012712.11+011046.4.jpg,0
619,619,data/gzd5/images/J105/J105301.89+034049.0.jpg,1
458,458,data/gzd5/images/J091/J091236.29+001834.2.jpg,1
2159,84783,data/gzd5/images/J125/J125811.62+031746.6.jpg,0
2061,13184,data/gzd5/images/J023/J023450.06-074011.0.jpg,0
2135,108069,data/gzd5/images/J141/J141326.88+043031.8.jpg,0
1531,179980,data/gzd5/images/J103/J103319.71+002458.1.jpg,0
1576,2867,data/gzd5/images/J122/J122713.14+155846.6.jpg,0
1616,180486,data/gzd5/images/J110/J110154.75+103427.5.jpg,0
1527,136941,data/gzd5/images/J220/J220537.20+021137.7.jpg,0
548,548,data/gzd5/images/J135/J135713.79+115947.9.jpg,1
1927,28569,data/gzd5/images/J124/J124649.75-013803.6.jpg,0
2294,107260,data/gzd5/images/J124/J124302.48+060049.1.jpg,0
1176,1176,data/gzd5/images/J081/J081427.49+122241.5.jpg,1
2266,111965,data/gzd5/images/J013/J013046.44+003945.1.jpg,0
2410,88398,data/gzd5/images/J130/J130409.25+143930.3.jpg,0
1339,103436,data/gzd5/images/J140/J140423.40+231021.3.jpg,0
680,680,data/gzd5/images/J133/J133249.25+071012.3.jpg,1
1632,46958,data/gzd5/images/J114/J114210.10+225102.8.jpg,0
1938,166732,data/gzd5/images/J113/J113701.75+073331.4.jpg,0
1895,125585,data/gzd5/images/J152/J152832.96+290901.8.jpg,0
2422,149523,data/gzd5/images/J100/J100820.99+182429.6.jpg,0
1912,180935,data/gzd5/images/J110/J110951.55+102320.1.jpg,0
2174,21639,data/gzd5/images/J101/J101202.28+161012.8.jpg,0
1594,107444,data/gzd5/images/J152/J152210.44+080222.5.jpg,0
2158,171984,data/gzd5/images/J094/J094708.97+230137.1.jpg,0
121,121,data/gzd5/images/J104/J104907.47+045626.4.jpg,1
2221,63231,data/gzd5/images/J101/J101524.21+192052.1.jpg,0
491,491,data/gzd5/images/J134/J134451.03+030336.4.jpg,1
1580,163785,data/gzd5/images/J165/J165550.29+272629.6.jpg,0
2366,24704,data/gzd5/images/J145/J145602.20-075959.0.jpg,0
1422,71569,data/gzd5/images/J160/J160208.03+154147.5.jpg,0
84,84,data/gzd5/images/J103/J103143.62+105701.0.jpg,1
1405,52144,data/gzd5/images/J103/J103233.33+005605.6.jpg,0
1043,1043,data/gzd5/images/J151/J151704.82+293338.6.jpg,1
2108,173822,data/gzd5/images/J145/J145338.52+195909.3.jpg,0
2445,135786,data/gzd5/images/J110/J110524.62+133602.9.jpg,0
397,397,data/gzd5/images/J131/J131354.16+065739.0.jpg,1
13,13,data/gzd5/images/J123/J123859.52+125852.6.jpg,1
1116,1116,data/gzd5/images/J145/J145440.06+222005.4.jpg,1
192,192,data/gzd5/images/J132/J132231.66-010728.1.jpg,1
781,781,data/gzd5/images/J091/J091334.03-001509.5.jpg,1
1359,99814,data/gzd5/images/J013/J013419.12+011418.3.jpg,0
1499,109356,data/gzd5/images/J151/J151051.45+001026.2.jpg,0
1517,23298,data/gzd5/images/J141/J141921.32+175640.7.jpg,0
802,802,data/gzd5/images/J105/J105907.12+231027.5.jpg,1
63,63,data/gzd5/images/J151/J151317.51+054515.1.jpg,1
105,105,data/gzd5/images/J115/J115833.62-020808.4.jpg,1
776,776,data/gzd5/images/J080/J080218.39+242139.6.jpg,1
2368,55349,data/gzd5/images/J104/J104558.11+213312.4.jpg,0
1267,83658,data/gzd5/images/J123/J123252.99+031051.9.jpg,0
1636,174532,data/gzd5/images/J124/J124936.95-024543.8.jpg,0
707,707,data/gzd5/images/J143/J143146.17+230342.7.jpg,1
2433,125516,data/gzd5/images/J153/J153122.23-005758.3.jpg,0
1511,11738,data/gzd5/images/J150/J150756.18+231920.7.jpg,0
999,999,data/gzd5/images/J152/J152926.25+241256.7.jpg,1
75,75,data/gzd5/images/J145/J145517.57+073734.9.jpg,1
530,530,data/gzd5/images/J123/J123850.32+123545.2.jpg,1
1935,96931,data/gzd5/images/J153/J153055.91+280008.8.jpg,0
1664,112656,data/gzd5/images/J152/J152212.88+293432.9.jpg,0
88,88,data/gzd5/images/J150/J150723.01+162236.6.jpg,1
2012,251,data/gzd5/images/J103/J103319.46-004142.1.jpg,0
2041,63756,data/gzd5/images/J135/J135250.28+093928.4.jpg,0
483,483,data/gzd5/images/J104/J104810.55+240122.3.jpg,1
337,337,data/gzd5/images/J101/J101608.39+041440.6.jpg,1
466,466,data/gzd5/images/J105/J105731.15+054155.4.jpg,1
1457,44881,data/gzd5/images/J142/J142943.57+254404.7.jpg,0
1513,26784,data/gzd5/images/J124/J124254.40+102930.7.jpg,0
1916,67503,data/gzd5/images/J114/J114737.87+103437.8.jpg,0
1141,1141,data/gzd5/images/J102/J102008.76+161402.9.jpg,1
1346,8152,data/gzd5/images/J120/J120237.20-004216.9.jpg,0
904,904,data/gzd5/images/J090/J090419.61+171732.1.jpg,1
1562,133469,data/gzd5/images/J135/J135958.19-064950.0.jpg,0
245,245,data/gzd5/images/J150/J150755.32+063309.9.jpg,1
1668,135011,data/gzd5/images/J132/J132625.84+140719.7.jpg,0
2244,33712,data/gzd5/images/J144/J144624.19-031519.9.jpg,0
143,143,data/gzd5/images/J141/J141216.82+181758.0.jpg,1
1127,1127,data/gzd5/images/J114/J114303.47+153307.5.jpg,1
2441,29478,data/gzd5/images/J114/J114832.86+081354.7.jpg,0
1258,6255,data/gzd5/images/J015/J015051.95+165655.1.jpg,0
1092,1092,data/gzd5/images/J133/J133825.73+200410.1.jpg,1
1032,1032,data/gzd5/images/J150/J150146.44+232244.5.jpg,1
789,789,data/gzd5/images/J112/J112546.30+195227.7.jpg,1
2017,45937,data/gzd5/images/J112/J112936.09-014425.6.jpg,0
264,264,data/gzd5/images/J100/J100457.51+123031.6.jpg,1
1593,82667,data/gzd5/images/J122/J122711.26+063809.3.jpg,0
1087,1087,data/gzd5/images/J141/J141155.08+051620.4.jpg,1
2417,113967,data/gzd5/images/J102/J102443.20-005249.1.jpg,0
1892,93791,data/gzd5/images/J115/J115034.35+052346.8.jpg,0
8,8,data/gzd5/images/J145/J145431.62+240138.1.jpg,1
453,453,data/gzd5/images/J160/J160038.52+302424.3.jpg,1
886,886,data/gzd5/images/J151/J151327.82+080001.4.jpg,1
1315,85116,data/gzd5/images/J111/J111151.39+070116.4.jpg,0
1713,140544,data/gzd5/images/J113/J113145.52+160327.6.jpg,0
1251,130533,data/gzd5/images/J093/J093727.13+192841.5.jpg,0
1705,60556,data/gzd5/images/J123/J123846.61+135244.2.jpg,0
878,878,data/gzd5/images/J142/J142722.48+033435.3.jpg,1
1932,151516,data/gzd5/images/J110/J110305.86+332137.9.jpg,0
1702,103198,data/gzd5/images/J113/J113849.69+111343.1.jpg,0
50,50,data/gzd5/images/J145/J145735.81+081706.9.jpg,1
2149,179249,data/gzd5/images/J020/J020040.11+004548.5.jpg,0
883,883,data/gzd5/images/J131/J131305.81+012755.9.jpg,1
521,521,data/gzd5/images/J085/J085509.60+140935.4.jpg,1
2170,123968,data/gzd5/images/J080/J080904.06+145120.9.jpg,0
2231,170674,data/gzd5/images/J012/J012655.56+000735.8.jpg,0
633,633,data/gzd5/images/J134/J134725.66+223441.8.jpg,1
371,371,data/gzd5/images/J102/J102231.19+043456.7.jpg,1
2392,37033,data/gzd5/images/J125/J125412.55+142758.3.jpg,0
398,398,data/gzd5/images/J103/J103601.97+261639.3.jpg,1
1088,1088,data/gzd5/images/J090/J090920.44+004419.5.jpg,1
2144,138938,data/gzd5/images/J002/J002159.96-005900.6.jpg,0
732,732,data/gzd5/images/J124/J124147.22+244748.7.jpg,1
1529,129757,data/gzd5/images/J144/J144406.64+110750.0.jpg,0
1521,75421,data/gzd5/images/J003/J003020.71+005544.1.jpg,0
1779,72491,data/gzd5/images/J140/J140336.57+064047.3.jpg,0
24,24,data/gzd5/images/J124/J124106.41+153537.0.jpg,1
555,555,data/gzd5/images/J140/J140003.19+170237.3.jpg,1
138,138,data/gzd5/images/J152/J152009.11+153118.2.jpg,1
2077,118397,data/gzd5/images/J084/J084841.12+301115.7.jpg,0
1718,31093,data/gzd5/images/J115/J115427.58+094058.3.jpg,0
2109,142586,data/gzd5/images/J103/J103327.20+074815.3.jpg,0
470,470,data/gzd5/images/J115/J115436.40+105049.9.jpg,1
1769,125850,data/gzd5/images/J142/J142842.69+303131.6.jpg,0
1421,175943,data/gzd5/images/J130/J130927.15+085737.0.jpg,0
492,492,data/gzd5/images/J102/J102333.15+180641.1.jpg,1
1128,1128,data/gzd5/images/J095/J095758.59+175813.8.jpg,1
511,511,data/gzd5/images/J115/J115530.65-011541.0.jpg,1
1476,166259,data/gzd5/images/J121/J121816.42+034517.2.jpg,0
1236,1236,data/gzd5/images/J100/J100029.65+162104.4.jpg,1
1591,60838,data/gzd5/images/J082/J082704.32+175913.4.jpg,0
41,41,data/gzd5/images/J145/J145317.49+165246.0.jpg,1
326,326,data/gzd5/images/J141/J141800.20+082054.0.jpg,1
219,219,data/gzd5/images/J165/J165228.47+214157.3.jpg,1
1486,67636,data/gzd5/images/J134/J134425.73+172506.5.jpg,0
998,998,data/gzd5/images/J150/J150620.61+093857.4.jpg,1
1208,1208,data/gzd5/images/J165/J165736.07+230500.4.jpg,1
2232,146920,data/gzd5/images/J220/J220457.97+195141.0.jpg,0
709,709,data/gzd5/images/J113/J113945.52+230754.1.jpg,1
2476,120679,data/gzd5/images/J115/J115612.06+212339.4.jpg,0
71,71,data/gzd5/images/J103/J103611.74+231024.4.jpg,1
1049,1049,data/gzd5/images/J115/J115230.53+203731.6.jpg,1
1444,119976,data/gzd5/images/J220/J220444.89+151109.0.jpg,0
16,16,data/gzd5/images/J143/J143158.99+135547.6.jpg,1
2112,26669,data/gzd5/images/J133/J133159.13+013509.6.jpg,0
2432,15125,data/gzd5/images/J133/J133727.78+102054.7.jpg,0
702,702,data/gzd5/images/J082/J082625.22+234644.3.jpg,1
76,76,data/gzd5/images/J110/J110514.20+295840.9.jpg,1
1151,1151,data/gzd5/images/J145/J145539.47+222541.7.jpg,1
1394,19687,data/gzd5/images/J014/J014943.54-021507.0.jpg,0
869,869,data/gzd5/images/J134/J134554.23+021502.3.jpg,1
1869,140817,data/gzd5/images/J001/J001635.61+160419.4.jpg,0
1831,14816,data/gzd5/images/J100/J100507.82+033545.1.jpg,0
189,189,data/gzd5/images/J133/J133544.04+260658.4.jpg,1
448,448,data/gzd5/images/J124/J124155.04+124853.4.jpg,1
2037,59094,data/gzd5/images/J150/J150317.15+083614.8.jpg,0
2226,102545,data/gzd5/images/J113/J113257.59+170846.1.jpg,0
2014,73906,data/gzd5/images/J025/J025453.42-005349.8.jpg,0
2045,126015,data/gzd5/images/J120/J120258.33+090325.5.jpg,0
1077,1077,data/gzd5/images/J140/J140616.64+244900.2.jpg,1
953,953,data/gzd5/images/J143/J143825.38+180436.5.jpg,1
877,877,data/gzd5/images/J162/J162719.86+213903.0.jpg,1
1544,65461,data/gzd5/images/J152/J152140.83+293144.7.jpg,0
427,427,data/gzd5/images/J130/J130914.94+083154.1.jpg,1
2153,168563,data/gzd5/images/J000/J000644.80+135948.2.jpg,0
1621,99494,data/gzd5/images/J134/J134017.49+254521.0.jpg,0
1821,124108,data/gzd5/images/J102/J102540.37+085825.7.jpg,0
1356,179126,data/gzd5/images/J164/J164514.50+310725.6.jpg,0
73,73,data/gzd5/images/J140/J140230.41+183409.4.jpg,1
1344,134409,data/gzd5/images/J154/J154029.39+080506.0.jpg,0
1138,1138,data/gzd5/images/J112/J112951.09+184304.5.jpg,1
546,546,data/gzd5/images/J141/J141328.55+174522.7.jpg,1
2086,133464,data/gzd5/images/J134/J134038.39+262010.9.jpg,0
844,844,data/gzd5/images/J145/J145745.68+122723.2.jpg,1
1226,1226,data/gzd5/images/J142/J142451.75+172902.5.jpg,1
149,149,data/gzd5/images/J144/J144937.71+184159.5.jpg,1
558,558,data/gzd5/images/J134/J134245.94+092648.8.jpg,1
2254,65596,data/gzd5/images/J114/J114520.77+102348.5.jpg,0
2448,128959,data/gzd5/images/J134/J134129.06+111354.5.jpg,0
2117,36351,data/gzd5/images/J153/J153825.54+064026.5.jpg,0
678,678,data/gzd5/images/J114/J114910.98+105355.0.jpg,1
2406,159479,data/gzd5/images/J152/J152647.65+061602.6.jpg,0
1542,91423,data/gzd5/images/J111/J111026.03-001641.7.jpg,0
833,833,data/gzd5/images/J111/J111151.21+264031.0.jpg,1
205,205,data/gzd5/images/J094/J094243.46-005202.0.jpg,1
1324,24945,data/gzd5/images/J145/J145455.87+305916.2.jpg,0
1089,1089,data/gzd5/images/J122/J122016.88+091337.4.jpg,1
812,812,data/gzd5/images/J113/J113634.73+245542.8.jpg,1
1740,87363,data/gzd5/images/J103/J103730.29+283133.8.jpg,0
1396,141391,data/gzd5/images/J123/J123656.22+004244.4.jpg,0
2196,133916,data/gzd5/images/J120/J120125.32+103816.3.jpg,0
1152,1152,data/gzd5/images/J082/J082429.03+150704.6.jpg,1
158,158,data/gzd5/images/J081/J081714.53+151659.1.jpg,1
26,26,data/gzd5/images/J145/J145804.27+113340.4.jpg,1
1427,53407,data/gzd5/images/J140/J140827.59+004201.0.jpg,0
1428,16869,data/gzd5/images/J152/J152653.13+301225.2.jpg,0
1181,1181,data/gzd5/images/J143/J143834.70+174653.3.jpg,1
1819,121428,data/gzd5/images/J142/J142422.93+243650.8.jpg,0
2447,172466,data/gzd5/images/J153/J153033.50+233940.6.jpg,0
1276,173253,data/gzd5/images/J021/J021924.58+002323.9.jpg,0
1064,1064,data/gzd5/images/J122/J122707.70-012115.0.jpg,1
605,605,data/gzd5/images/J150/J150819.09+083640.3.jpg,1
2323,131498,data/gzd5/images/J103/J103014.70-030446.0.jpg,0
2324,93748,data/gzd5/images/J110/J110252.36+004037.4.jpg,0
972,972,data/gzd5/images/J105/J105801.86+072933.7.jpg,1
1802,131060,data/gzd5/images/J010/J010009.66-025413.7.jpg,0
1921,58336,data/gzd5/images/J141/J141827.19+263624.0.jpg,0
850,850,data/gzd5/images/J095/J095908.61+081409.7.jpg,1
1850,118155,data/gzd5/images/J081/J081835.98+092003.1.jpg,0
106,106,data/gzd5/images/J113/J113121.14+180440.4.jpg,1
804,804,data/gzd5/images/J105/J105333.55+192825.4.jpg,1
